iter	Logloss
170	0.2519497542
171	0.2516866851
172	0.2514815175
173	0.2508015054
174	0.2504527633
175	0.2500032425
176	0.2497163013
177	0.2493614168
178	0.2490122822
179	0.2485590939
180	0.2482385555
181	0.247308834
182	0.2466572762
183	0.2461065969
184	0.2459528853
185	0.2457349245
186	0.2451320553
187	0.2448625259
188	0.2446418216
189	0.2442141098
190	0.2437761469
191	0.243660989
192	0.2433293974
193	0.2426664515
194	0.2424989621
195	0.2420791895
196	0.2417617819
197	0.2413525802
198	0.241184794
199	0.240971564
200	0.2406465903
201	0.2403928228
202	0.2399625072
203	0.2396587011
204	0.239357916
205	0.2386835674
206	0.2384972977
207	0.2379105801
208	0.2377908307
209	0.2373180732
210	0.236825315
211	0.23639822
212	0.2360295803
213	0.2357614541
214	0.2355661867
215	0.2354555553
216	0.2353143961
217	0.235096608
218	0.2349908208
219	0.234576211
220	0.234459888
221	0.2342784064
222	0.2336848491
223	0.2334190854
224	0.2332130689
225	0.2327696007
226	0.232523257
227	0.2323915697
228	0.2320373099
229	0.2316392205
230	0.2315411892
231	0.2312478022
232	0.230777767
233	0.2301828027
234	0.2299991419
235	0.2295555243
236	0.2294086901
237	0.2291891393
238	0.2289358003
239	0.2287474638
240	0.2285421853
241	0.2281711302
242	0.2279130298
243	0.2276813836
244	0.2275313606
245	0.2272192726
246	0.2269983327
247	0.2268070263
248	0.2264353817
249	0.2262361201
250	0.2260633225
251	0.2259364921
252	0.2253478776
253	0.224978138
254	0.2243346049
255	0.223873471
256	0.2235041086
257	0.2233521589
258	0.223103577
259	0.222967772
260	0.2226468009
261	0.2222601418
262	0.2221120072
263	0.2219226809
264	0.2217214706
265	0.2214478909
266	0.2213508305
267	0.2207732669
268	0.220428618
269	0.2201523061
270	0.219636163
271	0.2191040731
272	0.2188813528
273	0.2186902314
274	0.2183441558
275	0.2181673448
276	0.2178461053
277	0.2174107468
278	0.2172856643
279	0.2171308155
280	0.2168882277
281	0.2165989875
282	0.2164586051
283	0.2162917899
284	0.2157821231
285	0.2156008925
286	0.2154185982
287	0.2153123822
288	0.2149359754
289	0.2147757846
290	0.2146361192
291	0.2143351605
292	0.2141026537
293	0.2139635527
294	0.2138989563
295	0.2137521925
296	0.2135959079
297	0.2134661183
298	0.2133154912
299	0.213202967
300	0.2129629747
301	0.2127244493
302	0.2126037186
303	0.2124598804
304	0.2119375553
305	0.2118256798
306	0.2115691586
307	0.2111608332
308	0.2105737073
309	0.2102724245
310	0.2100922597
311	0.2099534855
312	0.2094330505
313	0.209160094
314	0.208854424
315	0.2087316128
316	0.2085830121
317	0.2084106143
318	0.2082687726
319	0.2080636917
320	0.2078178273
321	0.2074499858
322	0.2072480102
323	0.2071120327
324	0.2069876925
325	0.2067994164
326	0.2067148321
327	0.2065946971
328	0.2064738699
329	0.2063697371
330	0.2062666017
331	0.2060661693
332	0.205883069
333	0.2057592232
334	0.205545433
335	0.2051131279
336	0.204935512
337	0.2048175169
338	0.2047183848
339	0.2043168965
340	0.2040708704
341	0.2039715135
342	0.2036764871
343	0.2035425126
344	0.2032560713
345	0.2030733537
346	0.2029388273
347	0.2027384927
348	0.2025551108
349	0.2023069913
350	0.2021955635
351	0.2018875652
352	0.2017260215
353	0.2015059906
354	0.201264139
355	0.2010659187
356	0.2009737526
357	0.2009105186
358	0.2008084726
359	0.2007087836
360	0.2004490226
361	0.2003252719
362	0.2001814037
363	0.2000451212
364	0.1999564867
365	0.1998155504
366	0.1997317559
367	0.1994969283
368	0.1992973006
369	0.1991588066
370	0.1990500897
371	0.1988930505
372	0.1987800147
373	0.1986349108
374	0.1985171453
375	0.1982382398
376	0.1981213056
377	0.1979888544
378	0.197769699
379	0.1975985692
380	0.1974034431
381	0.1973166994
382	0.1971859931
383	0.1969578897
384	0.1967949764
385	0.1964717479
386	0.1961998844
387	0.19609887
388	0.1960024404
389	0.1958918816
390	0.1957502153
391	0.1955729887
392	0.1953718665
393	0.1952305442
394	0.1950968299
395	0.194957484
396	0.1947820149
397	0.1945943936
398	0.1944322655
399	0.1942187384
400	0.1941312976
401	0.1940296111
402	0.193870127
403	0.1937811722
404	0.1936574011
405	0.1934667805
406	0.1933433952
407	0.1932129068
408	0.1931265031
409	0.1930575627
410	0.1929793559
411	0.1928533494
412	0.1927900374
413	0.1926655368
414	0.1925546502
415	0.1923076895
416	0.1922166147
417	0.1921498676
418	0.1920544106
419	0.1919595707
420	0.1918595276
421	0.191506697
422	0.1913304268
423	0.1911662156
424	0.1910700107
425	0.1909560819
426	0.1908996747
427	0.1907801253
428	0.1906381213
429	0.1905505602
430	0.190498075
431	0.1903971658
432	0.1903006672
433	0.1902139797
434	0.1901506768
435	0.1900485477
436	0.1898445727
437	0.1895708853
438	0.1894561293
439	0.1893752221
440	0.1892880219
441	0.189197289
442	0.1890814787
443	0.1889758223
444	0.1888708663
445	0.1886633854
446	0.188583948
447	0.1885055081
448	0.1884044203
449	0.1883002552
450	0.1882008257
451	0.1879525223
452	0.1878062234
453	0.1875584379
454	0.1874915141
455	0.1874010161
456	0.1872717496
457	0.1871767238
458	0.1871237549
459	0.1869989618
460	0.1869050235
461	0.1868285726
462	0.1867405159
463	0.1865659568
464	0.1863940289
465	0.1862583731
466	0.186114706
467	0.1859663564
468	0.1858300571
469	0.1857586442
470	0.1856044664
471	0.1854995658
472	0.1853398672
473	0.1852065108
474	0.1851537007
475	0.1850376085
476	0.1849488832
477	0.1848720487
478	0.184778593
479	0.1846539323
480	0.1845695355
481	0.1845035244
482	0.1843981083
483	0.1842292244
484	0.1841060139
485	0.1839914695
486	0.1839578523
487	0.1838442805
488	0.1835394333
489	0.1833357128
490	0.183154895
491	0.1830805342
492	0.1829370531
493	0.1827240655
494	0.182569307
495	0.1825044242
496	0.1823942814
497	0.1822998213
498	0.1822109466
499	0.1821225876
500	0.1820078633
501	0.1819395544
502	0.1817565342
503	0.1816343262
504	0.181542775
505	0.1814452594
506	0.1812403416
507	0.1811318119
508	0.1809681645
509	0.1808895748
510	0.1807369818
511	0.180614439
512	0.1805356929
513	0.180449867
514	0.1802942776
515	0.180037804
516	0.1799463176
517	0.1798410908
518	0.179778176
519	0.1796635831
520	0.1795265753
521	0.1794530212
522	0.1793754009
523	0.1792957455
524	0.1791378258
525	0.1790233247
526	0.1789243492
527	0.178784341
528	0.1786291237
529	0.1785398246
530	0.1784460444
531	0.1783794254
532	0.1783027402
533	0.1781813121
534	0.1780950338
535	0.1779935408
536	0.1779184816
537	0.1778381346
538	0.1776583494
539	0.1775969221
540	0.1774577755
541	0.1773658279
542	0.1773136067
543	0.1772273331
544	0.1771459444
545	0.1770520203
546	0.1769301386
547	0.1768267835
548	0.176764035
549	0.1766080715
550	0.1765599613
551	0.1764710833
552	0.1763795514
553	0.1761825212
554	0.176156463
555	0.1760630653
556	0.1760346246
557	0.17588528
558	0.1757929761
559	0.1757629021
560	0.1756778473
561	0.1756103373
562	0.1755074164
563	0.1754134164
564	0.1753552557
565	0.1751718721
566	0.175102936
567	0.1750395543
568	0.1748868466
569	0.1747992854
570	0.1746946614
571	0.1745603982
572	0.174508836
573	0.1744460351
574	0.174341683
575	0.1742482581
576	0.1741819251
577	0.1740282008
578	0.1739609387
579	0.1738958492
580	0.1738050634
581	0.1736770333
582	0.1735723075
583	0.1735074199
584	0.1734271121
585	0.1733340305
586	0.1732499157
587	0.1731552727
588	0.1730106206
589	0.1729152211
590	0.172848505
591	0.1727745207
592	0.1727092006
593	0.1726408044
594	0.1725380767
595	0.1724434577
596	0.1723745949
597	0.1723295698
598	0.1722808056
599	0.1721790357
600	0.1721018591
601	0.1720460433
602	0.1719866878
603	0.1716852283
604	0.1716147675
605	0.1715529821
606	0.1714832412
607	0.1713743978
608	0.1712791784
609	0.1712076837
610	0.1711602083
611	0.1710474582
612	0.1709835583
613	0.1708626471
614	0.170812101
615	0.1707647574
616	0.1706913668
617	0.1706104783
618	0.1705350985
619	0.1704679024
620	0.170389365
621	0.1702891548
622	0.1702161609
623	0.170004631
624	0.1699094441
625	0.1697601686
626	0.1696968969
627	0.1695487782
628	0.1694691596
629	0.1693871802
630	0.1692982692
631	0.1692291372
632	0.1691450986
633	0.1690213029
634	0.1689371688
635	0.1688482001
636	0.1687754649
637	0.1686490523
638	0.1685670229
639	0.1685037895
640	0.1683745757
641	0.1683407936
642	0.1682698606
643	0.1681434097
644	0.1680541009
645	0.1679227471
646	0.1678677013
647	0.1678094808
648	0.167734996
649	0.1676488792
650	0.1675775082
651	0.1674857406
652	0.1674101731
653	0.1673551276
654	0.1672464881
655	0.1671654968
656	0.1670533831
657	0.1669556008
658	0.1668600597
659	0.1667998412
660	0.1667023659
661	0.1666409538
662	0.1665689516
663	0.1664055154
664	0.1663160816
665	0.1661998462
666	0.1661463444
667	0.1660296824
668	0.1659706392
669	0.1659097984
670	0.1658435356
671	0.1657737648
672	0.1656528722
673	0.1656059105
674	0.1655398585
675	0.1654318903
676	0.1653151123
677	0.1652580144
678	0.1651550433
679	0.1650926283
680	0.1649965907
681	0.1649128493
682	0.1648358755
683	0.1647614897
684	0.1646487891
685	0.1645865805
686	0.1645201253
687	0.1644542916
688	0.1643898863
689	0.1643210269
690	0.1642022428
691	0.1641294826
692	0.1640533614
693	0.1639729086
694	0.1638693692
695	0.163807785
696	0.1637064625
697	0.1636470225
698	0.1635551485
699	0.163482286
700	0.163428634
701	0.1632548837
702	0.1632018286
703	0.1631411915
704	0.1630694718
705	0.1629881048
706	0.1629235206
707	0.1628577174
708	0.1627934072
709	0.1627450687
710	0.1627010649
711	0.1626456319
712	0.1625793389
713	0.1625098691
714	0.1624267664
715	0.1623668544
716	0.1622715815
717	0.1621575736
718	0.1621181975
719	0.1620389634
720	0.1619709133
721	0.16190486
722	0.1618312526
723	0.1617766453
724	0.1617465811
725	0.1616856886
726	0.1616142965
727	0.1615128899
728	0.1614294064
729	0.1613596136
730	0.1612865693
731	0.161235539
732	0.1611830791
733	0.1611498974
734	0.1610526103
735	0.1609710407
736	0.1609155813
737	0.1608527506
738	0.1607774561
739	0.1606624433
740	0.1605955533
741	0.1605287145
742	0.1604748084
743	0.1604088831
744	0.1603047186
745	0.1602709903
746	0.1602088954
747	0.1601509151
748	0.1600800394
749	0.1600214104
750	0.1599681665
751	0.1599123999
752	0.1598658241
753	0.1597977189
754	0.1597678245
755	0.1596963546
756	0.1596210262
757	0.1595672931
758	0.1595019503
759	0.1594468634
760	0.1593788579
761	0.1592941508
762	0.1592406926
763	0.1591997388
764	0.1591589228
765	0.15906928
766	0.1590314904
767	0.1589644936
768	0.1589067073
769	0.1588377855
770	0.1587795328
771	0.1587189761
772	0.1586529791
773	0.1585997815
774	0.1584866625
775	0.158439923
776	0.1582781104
777	0.1582243877
778	0.1581289069
779	0.1580336422
780	0.1579712099
781	0.1578697383
782	0.1577949722
783	0.1576484671
784	0.1575935433
785	0.1575516696
786	0.1575077897
787	0.1574581991
788	0.1574026281
789	0.1573564621
790	0.1573092937
791	0.1572575311
792	0.1572081198
793	0.157144647
794	0.1570781563
795	0.1569965544
796	0.1569496758
797	0.1569016127
798	0.1568643283
799	0.1568244263
800	0.1567703364
801	0.156727669
802	0.1566645488
803	0.1565600031
804	0.1565143054
805	0.1564538356
806	0.15639717
807	0.1563027646
808	0.1562666874
809	0.1562315255
810	0.1561746857
811	0.1561050123
812	0.1560613356
813	0.1559928421
814	0.155914489
815	0.1558256206
816	0.1557745764
817	0.1556984499
818	0.1556004382
819	0.1555308254
820	0.1554876547
821	0.1554256624
822	0.1553594798
823	0.1553040857
824	0.1552574931
825	0.1552034956
826	0.1551380757
827	0.1550739157
828	0.1550230015
829	0.1549825532
830	0.1549493879
831	0.1549063294
832	0.1548525466
833	0.1547561024
834	0.1546753075
835	0.1546273537
836	0.154561483
837	0.1545065228
838	0.1544200165
839	0.1543594376
840	0.1542771662
841	0.15422989
842	0.1541864213
843	0.1541031557
844	0.154059222
845	0.1539914053
846	0.1539442681
847	0.1538825861
848	0.1538297544
849	0.1537568723
850	0.1537104875
851	0.1536478112
852	0.1535925469
853	0.1535357475
854	0.1534905546
855	0.1534424272
856	0.1533906877
857	0.1533160339
858	0.1532254113
859	0.1531636585
860	0.1530901915
861	0.1530056944
862	0.152936386
863	0.1528713542
864	0.1527712294
865	0.1526945196
866	0.1526111558
867	0.1525592971
868	0.1525013935
869	0.1524782328
870	0.1524161714
871	0.1523725397
872	0.152329224
873	0.1522487308
874	0.1521939762
875	0.1521649394
876	0.1520731555
877	0.1519898539
878	0.1519331509
879	0.1518855761
880	0.1518190605
881	0.1516911584
882	0.151552754
883	0.1514807919
884	0.151412354
885	0.1513270675
886	0.1512616557
887	0.1512226775
888	0.1511504403
889	0.1511017666
890	0.1510502016
891	0.1510209238
892	0.1509476789
893	0.1508840428
894	0.1508571144
895	0.1507928507
896	0.1507407901
897	0.1506833149
898	0.1506330855
899	0.1505902986
900	0.150558149
901	0.1505155324
902	0.1504667765
903	0.1503771476
904	0.1503097388
905	0.1502353049
906	0.1501673213
907	0.1501317061
908	0.1500900148
909	0.1499997072
910	0.149943401
911	0.1498661866
912	0.1498052208
913	0.1497639127
914	0.1497026258
915	0.1496552835
916	0.1496118247
917	0.1495232904
918	0.1494297115
919	0.149365689
920	0.1493067284
921	0.1492366211
922	0.1491829614
923	0.1491456165
924	0.1491084701
925	0.1490629339
926	0.1489459512
927	0.1488832442
928	0.1488278473
929	0.1487185784
930	0.1486706353
931	0.1486359541
932	0.1485480994
933	0.1484810534
934	0.1484394055
935	0.148385408
936	0.1483200177
937	0.1482526098
938	0.1481964441
939	0.1481419898
940	0.148096364
941	0.1480482574
942	0.1480347155
943	0.1479887182
944	0.1479327192
945	0.1478742127
946	0.1478376685
947	0.1477514176
948	0.1476988512
949	0.1476350387
950	0.1475850249
951	0.1475427567
952	0.1474668983
953	0.1473883798
954	0.1472710666
955	0.1472277382
956	0.1471781424
957	0.1470711687
958	0.1470165356
959	0.1469661325
960	0.1469228447
961	0.1468908935
962	0.1468739882
963	0.1468337825
964	0.1467645085
965	0.1467243883
966	0.1466881695
967	0.1466334827
968	0.1465486493
969	0.1464548068
970	0.1463989923
971	0.1463360621
972	0.1462972527
973	0.1462721745
974	0.146224352
975	0.1461768208
976	0.1461427426
977	0.1460888093
978	0.1460176649
979	0.1459405502
980	0.1458647754
981	0.1458032212
982	0.1456191394
983	0.1455596799
984	0.1455042275
985	0.1454556539
986	0.1453828117
987	0.1453428322
988	0.1452630656
989	0.1451916859
990	0.1451452204
991	0.145086175
992	0.1450469799
993	0.1449888602
994	0.1449299645
995	0.1448829456
996	0.1448257103
997	0.1447801454
998	0.1447182048
999	0.1446903131
